Date,Y,GOLD,BOND10THB,OIL,SET,USD_THB,XAU_USD
28-12-2023,"33,800.00","2,089.50",2.72,74.04,"1,410.87",34.35,"2,077.34"
27-12-2023,"33,750.00","2,068.00",2.72,75.57,"1,415.06",34.56,"2,066.70"
26-12-2023,"33,800.00","2,056.30",2.72,73.74,"1,408.17",34.61,"2,055.73"
19-12-2023,"33,550.00","2,031.00",2.8,72.93,"1,395.26",34.98,"2,027.30"
14-12-2023,"33,800.00","2,031.60",2.83,70.08,"1,370.16",35.34,"2,026.59"
13-12-2023,"33,550.00","1,985.50",2.84,68.99,"1,369.88",35.7,"1,979.74"
12-12-2023,"33,500.00","1,989.00",2.855,71.67,"1,382.91",35.75,"1,981.59"
07-12-2023,"33,800.00","2,034.70",2.85,69.57,"1,382.18",35.16,"2,025.30"
06-12-2023,"33,700.00","2,028.30",2.98,72.33,"1,383.14",35.24,"2,019.74"
30-11-2023,"33,750.00","2,055.80",3.03,77.79,"1,389.25",34.83,"2,044.80"
29-11-2023,"33,550.00","2,053.20",3,76.67,"1,404.89",34.77,"2,041.24"
28-11-2023,"33,350.00","2,014.30",3.09,75.32,"1,398.57",35.065,"2,013.94"
27-11-2023,"33,550.00","2,002.50",3.03,75.57,"1,393.02",35.4,"2,002.78"
22-11-2023,"33,300.00","2,000.30",2.99,77.92,"1,422.02",35.18,"1,998.69"
21-11-2023,"33,050.00","1,980.00",3,77.69,"1,427.04",35.21,"1,977.49"
20-11-2023,"32,950.00","1,980.90",2.98,75.8,"1,415.68",35.11,"1,980.39"
16-11-2023,"33,100.00","1,963.00",3.12,76.71,"1,413.05",35.59,"1,959.44"
15-11-2023,"33,050.00","1,966.90",3.04,78.1,"1,401.48",35.525,"1,963.05"
14-11-2023,"33,200.00","1,950.30",3.14,78.48,"1,390.37",35.98,"1,946.19"
09-11-2023,"32,800.00","1,955.50",3.11,75.63,"1,410.83",35.53,"1,950.09"
08-11-2023,"33,100.00","1,975.30",3.13,77.03,"1,410.07",35.58,"1,968.84"
07-11-2023,"33,300.00","1,984.80",3.16,80.69,"1,413.64",35.515,"1,978.19"
06-11-2023,"33,500.00","1,999.40",3.19,80.76,"1,430.01",35.51,"1,992.30"
02-11-2023,"33,850.00","1,992.00",3.27,80.44,"1,391.97",36.19,"1,983.53"
01-11-2023,"34,000.00","1,993.30",3.25,80.98,"1,380.89",36.12,"1,983.01"
31-10-2023,"34,000.00","2,005.60",3.235,81.96,"1,395.60",35.9,"1,996.00"
30-10-2023,"34,150.00","2,013.50",3.295,84.25,"1,381.57",36.16,"2,004.80"
26-10-2023,"34,100.00","1,981.60",3.37,84.58,"1,394.50",36.23,"1,979.97"
25-10-2023,"33,750.00","1,972.00",3.29,82.99,"1,401.25",36.2,"1,971.36"
24-10-2023,"33,900.00","1,975.10",3.38,85.05,"1,395.92",36.31,"1,972.97"
19-10-2023,"33,600.00","1,950.30",3.35,87.22,"1,425.07",36.38,"1,947.99"
18-10-2023,"33,250.00","1,926.60",3.38,86.41,"1,432.94",36.34,"1,923.70"
17-10-2023,"32,950.00","1,923.20",3.32,85.69,"1,431.83",36.25,"1,920.14"
16-10-2023,"32,950.00","1,931.90",3.27,86.37,"1,443.89",36.25,"1,929.30"
12-10-2023,"32,300.00","1,880.20",3.28,81.84,"1,457.00",36.41,"1,874.10"
11-10-2023,"32,250.00","1,864.60",3.35,84.16,"1,438.08",36.62,"1,859.99"
10-10-2023,"32,550.00","1,866.30",3.33,84.7,"1,441.84",36.97,"1,861.27"
09-10-2023,"32,450.00","1,850.70",3.36,83.2,"1,434.67",37.01,"1,832.74"
05-10-2023,"31,950.00","1,828.00",3.37,82.85,"1,454.57",36.905,"1,820.49"
04-10-2023,"32,000.00","1,829.10",3.31,87.44,"1,430.74",37.08,"1,824.30"
03-10-2023,"31,900.00","1,835.70",3.17,87.01,"1,458.65",36.95,"1,827.96"
28-09-2023,"32,600.00","1,885.40",3.27,91.44,"1,497.65",36.67,"1,875.73"
27-09-2023,"32,850.00","1,900.30",3.22,88.92,"1,494.14",36.4,"1,900.69"
26-09-2023,"32,900.00","1,916.70",3.29,88.3,"1,504.69",36.19,"1,916.03"
25-09-2023,"32,800.00","1,926.40",3.2,88.83,"1,524.39",35.99,"1,925.24"
21-09-2023,"32,950.00","1,932.80",3.17,88.07,"1,504.55",36.14,"1,930.99"
20-09-2023,"32,950.00","1,934.70",3.14,90.63,"1,521.66",36.02,"1,931.69"
19-09-2023,"32,600.00","1,936.70",3.02,90.97,"1,527.68",35.69,"1,933.68"
18-09-2023,"32,500.00","1,927.70",2.98,90.41,"1,539.40",35.71,"1,924.19"
14-09-2023,"32,300.00","1,912.70",3.02,88.19,"1,538.03",35.72,"1,906.68"
13-09-2023,"32,300.00","1,917.80",2.98,88.07,"1,546.47",35.6,"1,913.55"
12-09-2023,"32,350.00","1,927.40",2.94,86.62,"1,544.08",35.5,"1,922.90"
11-09-2023,"32,300.00","1,925.60",2.62,86.74,"1,548.93",35.64,"1,919.16"
29-08-2023,"32,000.00","1,920.30",2.6,79.55,"1,566.00",35.22,"1,920.23"
24-08-2023,"31,750.00","1,918.70",2.6,78.3,"1,552.97",34.98,"1,914.15"
16-08-2023,"31,950.00","1,905.10",2.6,80.74,"1,516.64",35.38,"1,901.59"
08-08-2023,"31,950.00","1,941.80",2.6,82.04,"1,534.61",34.84,"1,936.76"
07-08-2023,"31,850.00","1,948.50",2.57,82.27,"1,533.18",34.69,"1,942.59"
27-07-2023,"32,000.00","1,973.30",2.57,78.49,"1,527.12",34.195,"1,972.08"
26-07-2023,"32,050.00","1,966.30",2.59,78.88,"1,527.41",34.49,"1,964.99"
20-07-2023,"31,850.00","1,980.00",2.54,75.33,"1,536.08",34.04,"1,976.80"
17-07-2023,"32,050.00","1,958.60",2.53,74.88,"1,521.39",34.65,"1,954.90"
06-07-2023,"31,850.00","1,922.40",2.51,71.85,"1,503.38",34.99,"1,916.05"
05-07-2023,"31,900.00","1,929.10",2.49,70.25,"1,512.93",34.9,"1,925.90"
27-06-2023,"32,150.00","1,927.40",2.52,69.63,"1,488.17",35.19,"1,923.21"
22-06-2023,"31,900.00","1,935.90",2.54,72.4,"1,524.35",34.81,"1,932.09"
13-06-2023,"32,100.00","1,962.90",2.49,67.45,"1,553.11",34.64,"1,957.69"
07-06-2023,"32,300.00","1,971.20",2.49,71.7,"1,531.30",34.79,"1,963.59"
01-06-2023,"32,250.00","1,972.30",2.46,67.81,"1,534.16",34.72,"1,962.80"
23-05-2023,"32,150.00","1,973.90",2.54,72,"1,526.15",34.47,"1,971.99"
22-05-2023,"32,200.00","1,979.40",2.51,71.87,"1,505.21",34.37,"1,977.80"
17-05-2023,"32,250.00","1,993.00",2.52,70.6,"1,541.29",34.06,"1,988.94"
11-05-2023,"32,400.00","2,036.80",2.48,72.54,"1,571.21",33.65,"2,030.56"
08-05-2023,"32,450.00","2,024.60",2.46,71.27,"1,541.51",33.9,"2,015.95"
03-05-2023,"32,150.00","2,026.40",2.47,71.43,"1,521.17",34.12,"2,014.80"
27-04-2023,"32,250.00","1,999.80",2.51,74.3,"1,539.28",34.15,"1,987.58"
19-04-2023,"32,600.00","2,008.50",2.54,80.96,"1,588.90",34.28,"2,007.49"
03-04-2023,"31,850.00","1,982.60",2.43,80.6,"1,610.84",34.16,"1,970.84"
29-03-2023,"31,900.00","1,975.40",2.34,73.74,"1,611.75",34.26,"1,972.82"
27-03-2023,"32,050.00","1,982.60",2.25,69.75,"1,595.12",34.22,"1,977.66"
23-03-2023,"31,850.00","1,974.00",2.31,70.07,"1,582.26",34.28,"1,967.91"
09-03-2023,"30,150.00","1,818.00",2.48,76.65,"1,615.27",35.05,"1,813.65"
08-03-2023,"30,150.00","1,818.00",2.52,77.36,"1,606.13",35.1,"1,813.61"
22-02-2023,"30,100.00","1,837.00",2.52,76.29,"1,665.60",34.6,"1,834.71"
21-02-2023,"30,050.00","1,842.00",2.52,76.64,"1,659.70",34.39,"1,841.71"
16-02-2023,"29,800.00","1,838.90",2.55,78.68,"1,653.85",34.265,"1,836.56"
13-02-2023,"29,750.00","1,866.70",2.56,80.05,"1,661.37",33.71,"1,865.69"
02-02-2023,"30,200.00","1,959.30",2.47,77.06,"1,689.16",32.82,"1,950.54"
31-01-2023,"29,900.00","1,929.50",2.47,78.19,"1,681.66",32.78,"1,922.82"
24-01-2023,"29,950.00","1,932.00",2.47,81.94,"1,689.90",32.73,"1,931.35"
23-01-2023,"29,900.00","1,928.40",2.48,82.12,"1,681.33",32.74,"1,926.20"
19-01-2023,"29,850.00","1,907.00",2.42,79.43,"1,682.13",32.96,"1,903.83"
12-01-2023,"29,750.00","1,879.70",2.44,77.9,"1,688.34",33.425,"1,876.43"
11-01-2023,"29,800.00","1,881.30",2.43,75.06,"1,693.22",33.49,"1,877.30"
09-01-2023,"29,800.00","1,872.80",2.47,73.87,"1,685.30",33.77,"1,865.45"
29-12-2022,"29,700.00","1,812.30",2.52,79.01,"1,644.73",34.77,"1,804.16"
28-12-2022,"29,750.00","1,812.40",2.56,80.02,"1,644.00",34.64,"1,814.00"
27-12-2022,"29,600.00","1,799.70",2.5,79.99,"1,632.06",34.685,"1,796.67"
22-12-2022,"29,800.00","1,818.00",2.5,78.28,"1,614.53",34.71,"1,814.20"
21-12-2022,"29,800.00","1,821.60",2.52,76,"1,611.26",34.68,"1,818.06"
19-12-2022,"29,550.00","1,795.20",2.46,74.62,"1,619.03",34.87,"1,793.13"
14-12-2022,"29,650.00","1,815.10",2.37,75.22,"1,630.49",34.61,"1,810.49"
07-12-2022,"29,500.00","1,774.70",2.47,74.73,"1,632.20",35.1,"1,771.14"
06-12-2022,"29,450.00","1,775.30",2.52,77.46,"1,639.25",34.98,"1,768.67"
29-11-2022,"29,550.00","1,747.60",2.62,76.66,"1,619.23",35.73,"1,740.82"
23-11-2022,"29,800.00","1,740.80",2.64,80.86,"1,619.87",36.13,"1,740.30"
21-11-2022,"29,800.00","1,752.00",2.74,80.26,"1,613.43",35.81,"1,750.82"
16-11-2022,"29,950.00","1,782.00",2.69,86.23,"1,628.74",35.56,"1,778.34"
09-11-2022,"29,800.00","1,715.20",2.93,87.73,"1,633.58",37,"1,712.60"
01-11-2022,"29,550.00","1,636.10",3.22,85.2,"1,614.23",38.06,"1,633.40"
12-10-2022,"30,100.00","1,668.30",3.12,87.25,"1,564.42",38.11,"1,666.49"
11-10-2022,"30,050.00","1,670.20",3.16,89.75,"1,567.37",37.98,"1,668.40"
04-10-2022,"30,350.00","1,703.40",2.97,82.57,"1,576.93",37.79,"1,699.40"
03-10-2022,"29,850.00","1,667.90",3.11,80.29,"1,586.51",37.85,"1,661.30"
26-09-2022,"29,400.00","1,642.80",3.12,78.75,"1,626.61",37.53,"1,645.40"
21-09-2022,"29,300.00","1,664.60",2.83,83.6,"1,640.50",37.02,"1,663.67"
20-09-2022,"29,300.00","1,674.60",2.83,85.02,"1,640.62",36.96,"1,675.47"
14-09-2022,"29,600.00","1,702.50",2.7,87.24,"1,643.39",36.66,"1,701.86"
31-08-2022,"29,850.00","1,725.80",2.45,91.85,"1,632.92",36.47,"1,723.83"
30-08-2022,"29,900.00","1,740.50",2.45,95.8,"1,631.17",36.32,"1,738.36"
29-08-2022,"29,800.00","1,736.00",2.47,92.28,"1,622.43",36.19,"1,736.19"
25-08-2022,"29,850.00","1,751.10",2.45,94.82,"1,638.51",36.1,"1,751.55"
23-08-2022,"29,800.00","1,734.60",2.51,90.1,"1,613.20",36.12,"1,736.40"
22-08-2022,"29,700.00","1,747.00",2.57,89.63,"1,623.72",35.74,"1,747.05"
16-08-2022,"29,950.00","1,780.10",2.35,87.39,"1,629.44",35.51,"1,779.74"
15-08-2022,"30,100.00","1,803.70",2.38,91.3,"1,621.20",35.3,"1,802.05"
10-08-2022,"30,050.00","1,796.00",2.46,89.71,"1,616.40",35.41,"1,794.21"
09-08-2022,"30,000.00","1,789.50",2.49,89.87,"1,608.96",35.615,"1,789.21"
04-08-2022,"30,300.00","1,765.80",2.44,89.99,"1,599.96",36.24,"1,765.34"
02-08-2022,"30,350.00","1,773.90",2.44,92.2,"1,588.76",36.15,"1,772.23"
01-08-2022,"30,300.00","1,767.70",2.49,96.44,"1,584.93",36.28,"1,765.05"
26-07-2022,"29,950.00","1,717.90",2.55,93.95,"1,563.16",36.69,"1,719.69"
25-07-2022,"29,950.00","1,726.30",2.55,92.83,"1,553.70",36.68,"1,728.15"
18-07-2022,"29,700.00","1,706.40",2.53,94.34,"1,539.13",36.65,"1,707.94"
14-07-2022,"29,750.00","1,733.60",2.77,94.14,"1,543.40",36.21,"1,735.70"
05-07-2022,"30,550.00","1,814.40",2.77,105.6,"1,566.51",35.71,"1,808.74"
30-06-2022,"30,400.00","1,819.20",2.86,106.67,"1,587.82",35.2,"1,817.80"
29-06-2022,"30,250.00","1,821.40",2.88,109,"1,588.03",35.18,"1,819.95"
27-06-2022,"30,750.00","1,833.40",2.9,104.37,"1,577.89",35.5,"1,838.15"
23-06-2022,"30,750.00","1,835.00",2.97,102.53,"1,564.21",35.39,"1,837.87"
16-06-2022,"30,300.00","1,831.90",3.05,114.09,"1,604.73",34.81,"1,833.99"
15-06-2022,"30,200.00","1,806.60",3.05,116.41,"1,605.54",35.02,"1,808.35"
14-06-2022,"30,250.00","1,810.70",3.2,118.45,"1,597.17",34.9,"1,819.10"
13-06-2022,"30,650.00","1,876.40",3.04,117.71,"1,611.84",34.75,"1,875.80"
08-06-2022,"30,200.00","1,852.00",2.87,117.7,"1,639.10",34.42,"1,852.51"
25-05-2022,"30,150.00","1,865.40",2.9,107.68,"1,632.12",34.1,"1,865.09"
24-05-2022,"30,000.00","1,852.30",2.99,107.68,"1,636.12",34.145,"1,853.59"
17-05-2022,"29,950.00","1,823.90",3.39,111.61,"1,595.60",34.72,"1,824.18"
12-05-2022,"30,500.00","1,852.30",3.36,103.94,"1,607.28",34.635,"1,852.58"
11-05-2022,"30,200.00","1,836.60",3.31,97.74,"1,621.35",34.61,"1,838.41"
10-05-2022,"30,450.00","1,853.90",3.36,100.96,"1,599.98",34.58,"1,853.74"
28-04-2022,"30,700.00","1,886.80",2.71,100.59,"1,663.14",34.34,"1,886.14"
05-04-2022,"30,600.00","1,934.40",2.205,102.16,"1,705.86",33.47,"1,933.38"
31-03-2022,"30,400.00","1,935.40",2.205,105.3,"1,698.80",33.35,"1,932.80"
07-03-2022,"30,700.00","1,978.50",2.1,116.03,"1,654.43",32.69,"1,977.09"
03-03-2022,"29,700.00","1,931.70",2.09,107.27,"1,701.26",32.53,"1,926.49"
01-03-2022,"29,400.00","1,908.40",2.15,93.88,"1,694.95",32.665,"1,908.19"
21-02-2022,"28,850.00","1,903.50",2.205,91.62,"1,712.95",32.14,"1,900.40"
10-02-2022,"28,400.00","1,833.10",2.16,88.84,"1,705.73",32.71,"1,832.94"
27-01-2022,"28,550.00","1,819.00",2.15,85.71,"1,633.78",33.12,"1,818.44"
25-01-2022,"28,750.00","1,843.60",2.125,83.32,"1,636.33",33,"1,843.34"
21-01-2022,"28,700.00","1,840.60",2.18,83.65,"1,651.21",32.91,"1,838.65"
18-01-2022,"28,450.00","1,818.70",2.2,83.77,"1,680.28",33.09,"1,819.77"
14-01-2022,"28,650.00","1,822.10",2.095,81.21,"1,676.58",33.22,"1,822.55"
13-01-2022,"28,750.00","1,825.70",2.09,82.12,"1,680.83",33.3,"1,825.94"
12-01-2022,"28,700.00","1,821.30",2.07,80.71,"1,676.03",33.35,"1,822.49"
10-01-2022,"28,650.00","1,796.40",2.05,78.51,"1,661.50",33.65,"1,795.41"
07-01-2022,"28,500.00","1,791.00",2.03,79,"1,659.15",33.56,"1,789.55"
04-01-2022,"28,500.00","1,801.10",2,75.8,"1,664.51",33.24,"1,801.34"
29-12-2021,"28,700.00","1,805.00",1.95,75.71,"1,643.43",33.54,"1,805.59"
23-12-2021,"28,700.00","1,804.90",1.95,72.59,"1,633.20",33.67,"1,803.69"
22-12-2021,"28,600.00","1,789.80",1.99,70.97,"1,628.42",33.68,"1,788.94"
20-12-2021,"28,550.00","1,798.50",1.88,69.88,"1,631.22",33.34,"1,799.40"
16-12-2021,"28,200.00","1,778.30",1.99,71.28,"1,629.48",33.42,"1,777.40"
15-12-2021,"28,100.00","1,770.40",1.99,70.12,"1,628.01",33.43,"1,770.49"
08-12-2021,"28,400.00","1,784.00",1.99,71.62,"1,617.09",33.69,"1,784.40"
03-12-2021,"28,500.00","1,770.40",1.9,67.17,"1,593.08",33.88,"1,768.84"
01-12-2021,"28,400.00","1,776.00",1.92,66.68,"1,576.26",33.75,"1,774.15"
30-11-2021,"28,500.00","1,785.80",1.88,69.69,"1,601.52",33.72,"1,785.34"
29-11-2021,"28,650.00","1,794.50",2,68.93,"1,608.01",33.71,"1,790.05"
24-11-2021,"28,250.00","1,789.80",2,77.9,"1,650.54",33.11,"1,790.34"
23-11-2021,"28,350.00","1,807.10",1.99,75.81,"1,652.62",33.02,"1,805.65"
22-11-2021,"28,750.00","1,848.30",1.955,75.07,"1,648.14",32.81,"1,846.74"
18-11-2021,"28,850.00","1,869.50",1.97,77.49,"1,643.39",32.62,"1,866.97"
17-11-2021,"28,800.00","1,851.60",1.99,79.6,"1,646.86",32.76,"1,850.34"
16-11-2021,"28,900.00","1,864.90",1.96,79.8,"1,642.05",32.72,"1,862.94"
11-11-2021,"28,700.00","1,851.50",1.95,80.1,"1,629.28",32.83,"1,849.69"
09-11-2021,"28,350.00","1,826.90",1.895,80.87,"1,626.80",32.93,"1,824.74"
08-11-2021,"28,500.00","1,820.60",1.9,80,"1,631.34",33.17,"1,818.44"
05-11-2021,"28,350.00","1,792.60",1.945,78.32,"1,627.45",33.36,"1,792.14"
04-11-2021,"28,050.00","1,769.90",1.98,78.93,"1,613.45",33.3,"1,769.98"
03-11-2021,"28,200.00","1,789.20",1.94,81.7,"1,620.52",33.265,"1,787.71"
01-11-2021,"28,200.00","1,785.30",2.04,81.58,"1,627.59",33.31,"1,783.24"
29-10-2021,"28,250.00","1,801.50",1.99,81.71,"1,626.27",33.21,"1,799.03"
27-10-2021,"28,150.00","1,789.40",1.99,83.11,"1,632.44",33.215,"1,793.04"
26-10-2021,"28,250.00","1,808.60",1.99,82.61,"1,635.61",33.055,"1,807.90"
25-10-2021,"28,300.00","1,793.50",1.98,82.64,"1,645.00",33.32,"1,794.00"
21-10-2021,"28,250.00","1,782.40",2.06,82.45,"1,644.39",33.37,"1,782.10"
20-10-2021,"28,050.00","1,768.50",2.09,82.46,"1,633.88",33.33,"1,769.28"
19-10-2021,"28,000.00","1,764.10",2.03,81.58,"1,648.48",33.485,"1,764.99"
15-10-2021,"28,250.00","1,796.80",1.99,80.93,"1,646.35",33.165,"1,795.81"
12-10-2021,"27,900.00","1,752.30",2,79.89,"1,644.56",33.69,"1,754.12"
08-10-2021,"28,200.00","1,757.10",1.97,78.47,"1,641.92",33.78,"1,755.89"
07-10-2021,"28,200.00","1,763.30",1.91,76.63,"1,627.15",33.82,"1,762.74"
06-10-2021,"28,200.00","1,757.70",1.92,78.58,"1,626.65",33.825,"1,760.45"
05-10-2021,"28,250.00","1,768.90",1.895,77.29,"1,612.50",33.77,"1,769.75"
04-10-2021,"28,050.00","1,760.40",1.9,75.63,"1,611.69",33.62,"1,762.15"
01-10-2021,"28,000.00","1,755.90",1.89,74.74,"1,600.59",33.68,"1,756.91"
30-09-2021,"27,850.00","1,725.90",1.88,74.47,"1,616.99",33.95,"1,726.40"
29-09-2021,"27,900.00","1,733.50",1.83,73.95,"1,605.19",33.845,"1,733.97"
28-09-2021,"27,900.00","1,748.10",1.855,75.05,"1,623.88",33.6,"1,750.45"
27-09-2021,"27,800.00","1,750.00",1.83,73.83,"1,637.30",33.43,"1,751.24"
23-09-2021,"28,050.00","1,766.90",1.8,71.6,"1,632.92",33.47,"1,768.40"
22-09-2021,"28,150.00","1,773.10",1.81,70.48,"1,614.74",33.38,"1,774.51"
21-09-2021,"27,900.00","1,763.40",1.79,70.43,"1,604.64",33.37,"1,764.19"
20-09-2021,"27,650.00","1,752.00",1.83,71.81,"1,617.44",33.32,"1,754.30"
17-09-2021,"27,650.00","1,751.10",1.84,72.33,"1,632.18",33.14,"1,753.67"
16-09-2021,"28,000.00","1,793.50",1.66,72.42,"1,633.28",32.89,"1,794.34"
15-09-2021,"28,150.00","1,804.20",1.66,70.47,"1,624.17",32.945,"1,804.53"
14-09-2021,"27,900.00","1,792.80",1.695,70.38,"1,639.90",32.87,"1,793.77"
13-09-2021,"27,750.00","1,787.50",1.695,69.35,"1,634.43",32.69,"1,788.55"
10-09-2021,"27,850.00","1,794.40",1.68,67.73,"1,633.10",32.72,"1,794.61"
09-09-2021,"27,750.00","1,789.50",1.705,69.11,"1,637.65",32.77,"1,789.19"
08-09-2021,"27,950.00","1,794.10",1.73,68.13,"1,632.18",32.66,"1,794.41"
07-09-2021,"28,100.00","1,831.50",1.69,68.9,"1,653.67",32.44,"1,823.27"
06-09-2021,"28,100.00","1,833.50",1.65,68.75,"1,652.33",32.49,"1,828.66"
03-09-2021,"27,900.00","1,809.50",1.65,69.51,"1,654.00",32.46,"1,809.98"
01-09-2021,"27,800.00","1,815.00",1.61,68.31,"1,643.01",32.24,"1,813.57"
31-08-2021,"27,850.00","1,810.00",1.58,68.89,"1,632.65",32.48,"1,810.26"
30-08-2021,"28,000.00","1,819.00",1.595,68.94,"1,621.68",32.55,"1,817.55"
27-08-2021,"27,850.00","1,794.60",1.62,67.47,"1,602.16",32.76,"1,792.60"
26-08-2021,"27,800.00","1,790.00",1.635,67.78,"1,601.99",32.805,"1,791.09"
25-08-2021,"28,050.00","1,802.10",1.61,67.33,"1,591.29",32.875,"1,802.86"
24-08-2021,"28,300.00","1,804.80",1.585,65.24,"1,590.12",33.255,"1,805.61"
23-08-2021,"28,150.00","1,780.70",1.56,61.75,"1,566.10",33.36,"1,780.55"
20-08-2021,"28,150.00","1,779.50",1.54,63.65,"1,549.92",33.35,"1,780.44"
19-08-2021,"28,150.00","1,787.20",1.55,64.45,"1,546.70",33.295,"1,788.05"
18-08-2021,"28,100.00","1,785.70",1.55,66.34,"1,546.71",33.36,"1,786.21"
17-08-2021,"28,250.00","1,786.50",1.56,67.17,"1,536.94",33.41,"1,787.51"
16-08-2021,"28,050.00","1,777.70",1.56,67.63,"1,527.08",33.34,"1,778.44"
13-08-2021,"27,550.00","1,752.00",1.56,68.75,"1,530.68",33.05,"1,752.72"
11-08-2021,"27,400.00","1,727.40",1.565,68.28,"1,549.41",33.46,"1,729.01"
10-08-2021,"27,550.00","1,728.60",1.565,66.62,"1,544.31",33.47,"1,729.74"
09-08-2021,"27,550.00","1,762.80",1.58,67.62,"1,528.16",33.44,"1,763.34"
06-08-2021,"28,450.00","1,803.70",1.51,68.77,"1,530.43",33.27,"1,804.28"
05-08-2021,"28,350.00","1,811.40",1.5,67.64,"1,544.83",33.12,"1,811.69"
