Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
20500.00,,0.32,,,,
20400.00,,0.32,,,,
20400.00,,0.31,,,,
20700.00,,0.31,,,,
20650.00,,0.31,,,,
20400.00,,0.31,,,,
20500.00,,0.31,,,,
20450.00,,0.32,,,,
20550.00,,0.32,,,,
20450.00,,0.32,,,,
20300.00,,0.32,,,,
20300.00,,0.32,,,,
20250.00,,0.32,,,,
20200.00,,0.32,,,,
20250.00,,0.32,,,,
20200.00,,0.32,,,,
20250.00,,0.31,,,,
20050.00,,0.32,,,,
19850.00,,0.31,,,,
19800.00,,0.31,,,,
19850.00,,0.31,,,,
19600.00,,0.31,,,,
19600.00,,0.32,,,,
19500.00,,0.32,,,,
19450.00,,0.32,,,,
19400.00,,0.32,,,,
19500.00,,0.32,,,,
19350.00,,0.32,,,,
19400.00,,0.32,,,,
19400.00,,0.32,,,,
19650.00,,0.32,,,,
19450.00,,0.32,,,,
19550.00,,0.32,,,,
19700.00,,0.32,,,,
19600.00,,0.32,,,,
19500.00,,0.32,,,,
19200.00,,0.32,,,,
19300.00,,0.32,,,,
19400.00,,0.31,,,,
19450.00,,0.31,,,,
19350.00,,0.31,,,,
19200.00,,0.31,,,,
19250.00,,0.31,,,,
19200.00,,0.32,,,,
19400.00,,0.32,,,,
19500.00,,0.32,,,,
19400.00,,0.32,,,,
19150.00,,0.32,,,,
19150.00,,0.32,,,,
19200.00,,0.32,,,,
19350.00,,0.32,,,,
19350.00,,0.32,,,,
19250.00,,0.32,,,,
19150.00,,0.32,,,,
18800.00,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.33,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.31,,,,
,,0.32,,,,
,,0.31,,,,
,,0.32,,,,
,,0.32,,,,
,,0.31,,,,
,,0.31,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.32,,,,
,,0.31,,,,
,,0.31,,,,
,,0.31,,,,
,,0.31,,,,
,,0.31,,,,
